scan_name;Neighbour;Focal;Repetition;Pot;Type;Tray;Tray_Number;Tray_Position;Batch 
Cen_Chi_2_Chi_2;Centurion;Chinese spring;2;Cen_Chi_2;Mix;;10;K1;LM1_2_2
Cen_Tit_2_Tit_2;Centurion;Titlis;2;Cen_Tit_2;Mix;;10;K1;LM1_2_2
Cen_Cad_2_Cad_2;Centurion;Cadenza;2;Cen_Cad_2;Mix;;8;O4;LM1_2_2
Cen_LGA_2_LGA_2;Centurion;LGAbsalon;2;Cen_LGA_2;Mix;;10;K1;LM1_2_2
Cen_Cen_6_Cen_2;Centurion;Centurion;6;Cen_Cen_6;Pure;;9;G2;LM1_2_2
Gen_Tit_2_Gen_1;Titlis;Geny (AB);2;Gen_Tit_2;Mix;;12;K4;LM1_2_2
Gen_Cad_2_Gen_1;Cadenza;Geny (AB);2;Gen_Cad_2;Mix;;9;G2;LM1_2_2
Gen_LGA_2_Gen_1;LGAbsalon;Geny (AB);2;Gen_LGA_2;Mix;;9;G2;LM1_2_2
Gen_Rec_2_Gen_1;Recital;Geny (AB);2;Gen_Rec_2;Mix;;12;K4;LM1_2_2
Gen_Ber_2_Gen_1;Bergamo;Geny (AB);2;Gen_Ber_2;Mix;;11;N4;LM1_2_2
Gen_Gha_2_Gen_1;Ghayta;Geny (AB);2;Gen_Gha_2;Mix;;7;M2;LM1_2_2
Gen_Fru_2_Gen_1;Fructidor;Geny (AB);2;Gen_Fru_2;Mix;;11;N4;LM1_2_2
Gen_Bob_2_Gen_1;Bobwhite ;Geny (AB);2;Gen_Bob_2;Mix;;9;G2;LM1_2_2
Gen_SYM_2_Gen_1;SYMattis;Geny (AB);2;Gen_SYM_2;Mix;;8;O4;LM1_2_2
Gen_Apa_2_Gen_1;Apache;Geny (AB);2;Gen_Apa_2;Mix;;9;G2;LM1_2_2
Gen_Acc_2_Gen_1;Accroc;Geny (AB);2;Gen_Acc_2;Mix;;11;N4;LM1_2_2
Gen_Rub_2_Gen_1;Rubisko;Geny (AB);2;Gen_Rub_2;Mix;;9;G2;LM1_2_2
Gen_Gen_2_Gen_1;Geny (AB);Geny (AB);2;Gen_Gen_2;Pure;;9;G2;LM1_2_2
Gen_Cen_2_Gen_1;Centurion;Geny (AB);2;Gen_Cen_2;Mix;;11;N4;LM1_2_2
Gen_Des_2_Gen_1;Descartes;Geny (AB);2;Gen_Des_2;Mix;;7;M2;LM1_2_2
Gen_Ven_2_Gen_1;Venezio;Geny (AB);2;Gen_Ven_2;Mix;;8;O4;LM1_2_2
Cen_Soi_2_Cen_1;Soissons;Centurion;2;Cen_Soi_2;Mix;;7;M2;LM1_2_2
Cen_Chi_2_Cen_1;Chinese spring;Centurion;2;Cen_Chi_2;Mix;;10;K1;LM1_2_2
Cen_Tit_2_Cen_1;Titlis;Centurion;2;Cen_Tit_2;Mix;;10;K1;LM1_2_2
Cen_Cad_2_Cen_1;Cadenza;Centurion;2;Cen_Cad_2;Mix;;8;O4;LM1_2_2
Cen_LGA_2_Cen_1;LGAbsalon;Centurion;2;Cen_LGA_2;Mix;;10;K1;LM1_2_2
Cen_Cen_6_Cen_1;Centurion;Centurion;6;Cen_Cen_6;Pure;;9;G2;LM1_2_2
Gen_Tit_3_Tit_2;Geny (AB);Titlis;3;Gen_Tit_3;Mix;;9;G2;LM1_2_2
Gen_Cad_3_Cad_2;Geny (AB);Cadenza;3;Gen_Cad_3;Mix;;7;M2;LM1_2_2
Gen_LGA_3_LGA_2;Geny (AB);LGAbsalon;3;Gen_LGA_3;Mix;;11;N4;LM1_2_2
Gen_Rec_3_Rec_2;Geny (AB);Recital;3;Gen_Rec_3;Mix;;7;M2;LM1_2_2
Gen_Ber_3_Ber_2;Geny (AB);Bergamo;3;Gen_Ber_3;Mix;;7;M2;LM1_2_2
Gen_Gha_3_Gha_2;Geny (AB);Ghayta;3;Gen_Gha_3;Mix;;8;O4;LM1_2_2
Gen_Fru_3_Fru_2;Geny (AB);Fructidor;3;Gen_Fru_3;Mix;;10;K1;LM1_2_2
Gen_Bob_3_Bob_2;Geny (AB);Bobwhite ;3;Gen_Bob_3;Mix;;11;N4;LM1_2_2
Gen_SYM_3_SYM_2;Geny (AB);SYMattis;3;Gen_SYM_3;Mix;;11;N4;LM1_2_2
Gen_Apa_3_Apa_2;Geny (AB);Apache;3;Gen_Apa_3;Mix;;12;K4;LM1_2_2
Gen_Acc_3_Acc_2;Geny (AB);Accroc;3;Gen_Acc_3;Mix;;10;K1;LM1_2_2
Gen_Rub_3_Rub_2;Geny (AB);Rubisko;3;Gen_Rub_3;Mix;;11;N4;LM1_2_2
Gen_Gen_3_Gen_2;Geny (AB);Geny (AB);3;Gen_Gen_3;Pure;;10;K1;LM1_2_2
Gen_Cen_3_Cen_2;Geny (AB);Centurion;3;Gen_Cen_3;Mix;;12;K4;LM1_2_2
Gen_Des_3_Des_2;Geny (AB);Descartes;3;Gen_Des_3;Mix;;9;G2;LM1_2_2
Gen_Ven_3_Ven_2;Geny (AB);Venezio;3;Gen_Ven_3;Mix;;11;N4;LM1_2_2
Cen_Soi_3_Soi_2;Centurion;Soissons;3;Cen_Soi_3;Mix;;10;K1;LM1_2_2
Cen_Chi_3_Chi_2;Centurion;Chinese spring;3;Cen_Chi_3;Mix;;10;K1;LM1_2_2
Cen_Tit_3_Tit_2;Centurion;Titlis;3;Cen_Tit_3;Mix;;7;M2;LM1_2_2
Cen_Cad_3_Cad_2;Centurion;Cadenza;3;Cen_Cad_3;Mix;;12;K4;LM1_2_2
Cen_LGA_3_LGA_2;Centurion;LGAbsalon;3;Cen_LGA_3;Mix;;7;M2;LM1_2_2
Cen_Cen_7_Cen_2;Centurion;Centurion;7;Cen_Cen_7;Pure;;10;K1;LM1_2_2
Gen_Tit_3_Gen_1;Titlis;Geny (AB);3;Gen_Tit_3;Mix;;9;G2;LM1_2_2
Gen_Cad_3_Gen_1;Cadenza;Geny (AB);3;Gen_Cad_3;Mix;;7;M2;LM1_2_2
Gen_LGA_3_Gen_1;LGAbsalon;Geny (AB);3;Gen_LGA_3;Mix;;11;N4;LM1_2_2
Gen_Rec_3_Gen_1;Recital;Geny (AB);3;Gen_Rec_3;Mix;;7;M2;LM1_2_2
Gen_Ber_3_Gen_1;Bergamo;Geny (AB);3;Gen_Ber_3;Mix;;7;M2;LM1_2_2
Gen_Gha_3_Gen_1;Ghayta;Geny (AB);3;Gen_Gha_3;Mix;;8;O4;LM1_2_2
Gen_Fru_3_Gen_1;Fructidor;Geny (AB);3;Gen_Fru_3;Mix;;10;K1;LM1_2_2
Gen_Bob_3_Gen_1;Bobwhite ;Geny (AB);3;Gen_Bob_3;Mix;;11;N4;LM1_2_2
Gen_SYM_3_Gen_1;SYMattis;Geny (AB);3;Gen_SYM_3;Mix;;11;N4;LM1_2_2
Gen_Apa_3_Gen_1;Apache;Geny (AB);3;Gen_Apa_3;Mix;;12;K4;LM1_2_2
Gen_Acc_3_Gen_1;Accroc;Geny (AB);3;Gen_Acc_3;Mix;;10;K1;LM1_2_2
Gen_Rub_3_Gen_1;Rubisko;Geny (AB);3;Gen_Rub_3;Mix;;11;N4;LM1_2_2
Gen_Gen_3_Gen_1;Geny (AB);Geny (AB);3;Gen_Gen_3;Pure;;10;K1;LM1_2_2
Gen_Cen_3_Gen_1;Centurion;Geny (AB);3;Gen_Cen_3;Mix;;12;K4;LM1_2_2
Gen_Des_3_Gen_1;Descartes;Geny (AB);3;Gen_Des_3;Mix;;9;G2;LM1_2_2
Gen_Ven_3_Gen_1;Venezio;Geny (AB);3;Gen_Ven_3;Mix;;11;N4;LM1_2_2
Cen_Soi_3_Cen_1;Soissons;Centurion;3;Cen_Soi_3;Mix;;10;K1;LM1_2_2
Cen_Chi_3_Cen_1;Chinese spring;Centurion;3;Cen_Chi_3;Mix;;10;K1;LM1_2_2
Cen_Tit_3_Cen_1;Titlis;Centurion;3;Cen_Tit_3;Mix;;7;M2;LM1_2_2
Cen_Cad_3_Cen_1;Cadenza;Centurion;3;Cen_Cad_3;Mix;;12;K4;LM1_2_2
Cen_LGA_3_Cen_1;LGAbsalon;Centurion;3;Cen_LGA_3;Mix;;7;M2;LM1_2_2
Cen_Cen_7_Cen_1;Centurion;Centurion;7;Cen_Cen_7;Pure;;10;K1;LM1_2_2
Gen_Tit_4_Tit_2;Geny (AB);Titlis;4;Gen_Tit_4;Mix;;9;G2;LM1_2_2
Gen_Cad_4_Cad_2;Geny (AB);Cadenza;4;Gen_Cad_4;Mix;;7;M2;LM1_2_2
Gen_LGA_4_LGA_2;Geny (AB);LGAbsalon;4;Gen_LGA_4;Mix;;12;K4;LM1_2_2
Gen_Rec_4_Rec_2;Geny (AB);Recital;4;Gen_Rec_4;Mix;;8;O4;LM1_2_2
Gen_Ber_4_Ber_2;Geny (AB);Bergamo;4;Gen_Ber_4;Mix;;7;M2;LM1_2_2
Gen_Gha_4_Gha_2;Geny (AB);Ghayta;4;Gen_Gha_4;Mix;;12;K4;LM1_2_2
Gen_Fru_4_Fru_2;Geny (AB);Fructidor;4;Gen_Fru_4;Mix;;11;N4;LM1_2_2
Gen_Bob_4_Bob_2;Geny (AB);Bobwhite ;4;Gen_Bob_4;Mix;;11;N4;LM1_2_2
Gen_SYM_4_SYM_2;Geny (AB);SYMattis;4;Gen_SYM_4;Mix;;7;M2;LM1_2_2
Gen_Apa_4_Apa_2;Geny (AB);Apache;4;Gen_Apa_4;Mix;;11;N4;LM1_2_2
Gen_Acc_4_Acc_2;Geny (AB);Accroc;4;Gen_Acc_4;Mix;;8;O4;LM1_2_2
Gen_Rub_4_Rub_2;Geny (AB);Rubisko;4;Gen_Rub_4;Mix;;8;O4;LM1_2_2
Gen_Gen_4_Gen_2;Geny (AB);Geny (AB);4;Gen_Gen_4;Pure;;11;N4;LM1_2_2
Gen_Cen_4_Cen_2;Geny (AB);Centurion;4;Gen_Cen_4;Mix;;12;K4;LM1_2_2
Gen_Des_4_Des_2;Geny (AB);Descartes;4;Gen_Des_4;Mix;;8;O4;LM1_2_2
Gen_Ven_4_Ven_2;Geny (AB);Venezio;4;Gen_Ven_4;Mix;;8;O4;LM1_2_2
Cen_Soi_4_Soi_2;Centurion;Soissons;4;Cen_Soi_4;Mix;;10;K1;LM1_2_2
Cen_Chi_4_Chi_2;Centurion;Chinese spring;4;Cen_Chi_4;Mix;;9;G2;LM1_2_2
Cen_Tit_4_Tit_2;Centurion;Titlis;4;Cen_Tit_4;Mix;;9;G2;LM1_2_2
Cen_Cad_4_Cad_2;Centurion;Cadenza;4;Cen_Cad_4;Mix;;11;N4;LM1_2_2
Cen_LGA_4_LGA_2;Centurion;LGAbsalon;4;Cen_LGA_4;Mix;;7;M2;LM1_2_2
Cen_Cen_8_Cen_2;Centurion;Centurion;8;Cen_Cen_8;Pure;;7;M2;LM1_2_2
Gen_Tit_4_Gen_1;Titlis;Geny (AB);4;Gen_Tit_4;Mix;;9;G2;LM1_2_2
Gen_Cad_4_Gen_1;Cadenza;Geny (AB);4;Gen_Cad_4;Mix;;7;M2;LM1_2_2
Gen_LGA_4_Gen_1;LGAbsalon;Geny (AB);4;Gen_LGA_4;Mix;;12;K4;LM1_2_2
Gen_Rec_4_Gen_1;Recital;Geny (AB);4;Gen_Rec_4;Mix;;8;O4;LM1_2_2
Gen_Ber_4_Gen_1;Bergamo;Geny (AB);4;Gen_Ber_4;Mix;;7;M2;LM1_2_2
Gen_Gha_4_Gen_1;Ghayta;Geny (AB);4;Gen_Gha_4;Mix;;12;K4;LM1_2_2
Gen_Fru_4_Gen_1;Fructidor;Geny (AB);4;Gen_Fru_4;Mix;;11;N4;LM1_2_2
Gen_Bob_4_Gen_1;Bobwhite ;Geny (AB);4;Gen_Bob_4;Mix;;11;N4;LM1_2_2
Gen_SYM_4_Gen_1;SYMattis;Geny (AB);4;Gen_SYM_4;Mix;;7;M2;LM1_2_2
Gen_Apa_4_Gen_1;Apache;Geny (AB);4;Gen_Apa_4;Mix;;11;N4;LM1_2_2
Gen_Acc_4_Gen_1;Accroc;Geny (AB);4;Gen_Acc_4;Mix;;8;O4;LM1_2_2
Gen_Rub_4_Gen_1;Rubisko;Geny (AB);4;Gen_Rub_4;Mix;;8;O4;LM1_2_2
Gen_Gen_4_Gen_1;Geny (AB);Geny (AB);4;Gen_Gen_4;Pure;;11;N4;LM1_2_2
Gen_Cen_4_Gen_1;Centurion;Geny (AB);4;Gen_Cen_4;Mix;;12;K4;LM1_2_2
Gen_Des_4_Gen_1;Descartes;Geny (AB);4;Gen_Des_4;Mix;;8;O4;LM1_2_2
Gen_Ven_4_Gen_1;Venezio;Geny (AB);4;Gen_Ven_4;Mix;;8;O4;LM1_2_2
Cen_Soi_4_Cen_1;Soissons;Centurion;4;Cen_Soi_4;Mix;;10;K1;LM1_2_2
Cen_Chi_4_Cen_1;Chinese spring;Centurion;4;Cen_Chi_4;Mix;;9;G2;LM1_2_2
Cen_Tit_4_Cen_1;Titlis;Centurion;4;Cen_Tit_4;Mix;;9;G2;LM1_2_2
Cen_Cad_4_Cen_1;Cadenza;Centurion;4;Cen_Cad_4;Mix;;11;N4;LM1_2_2
Cen_LGA_4_Cen_1;LGAbsalon;Centurion;4;Cen_LGA_4;Mix;;7;M2;LM1_2_2
Cen_Cen_8_Cen_1;Centurion;Centurion;8;Cen_Cen_8;Pure;;7;M2;LM1_2_2
Cen_Rec_1_Rec_2;Centurion;Recital;1;Cen_Rec_1;Mix;;13;J2;LM1_2_3
Cen_Ber_1_Ber_2;Centurion;Bergamo;1;Cen_Ber_1;Mix;;13;J2;LM1_2_3
Cen_Gha_1_Gha_2;Centurion;Ghayta;1;Cen_Gha_1;Mix;;16;C1;LM1_2_3
Cen_Fru_1_Fru_2;Centurion;Fructidor;1;Cen_Fru_1;Mix;;18;A3;LM1_2_3
Cen_Bob_1_Bob_2;Centurion;Bobwhite ;1;Cen_Bob_1;Mix;;15;G4;LM1_2_3
Cen_SYM_1_SYM_2;Centurion;SYMattis;1;Cen_SYM_1;Mix;;14;F3;LM1_2_3
Cen_Apa_1_Apa_2;Centurion;Apache;1;Cen_Apa_1;Mix;;16;C1;LM1_2_3
Cen_Acc_1_Acc_2;Centurion;Accroc;1;Cen_Acc_1;Mix;;13;J2;LM1_2_3
Cen_Rub_1_Rub_2;Centurion;Rubisko;1;Cen_Rub_1;Mix;;16;C1;LM1_2_3
Cen_Cen_1_Cen_2;Centurion;Centurion;1;Cen_Cen_1;Pure;;17;E2;LM1_2_3
Cen_Des_1_Des_2;Centurion;Descartes;1;Cen_Des_1;Mix;;18;A3;LM1_2_3
Cen_Ven_1_Ven_2;Centurion;Venezio;1;Cen_Ven_1;Mix;;13;J2;LM1_2_3
Des_Soi_1_Soi_2;Descartes;Soissons;1;Des_Soi_1;Mix;;18;A3;LM1_2_3
Des_Chi_1_Chi_2;Descartes;Chinese spring;1;Des_Chi_1;Mix;;14;F3;LM1_2_3
Des_Tit_1_Tit_2;Descartes;Titlis;1;Des_Tit_1;Mix;;16;C1;LM1_2_3
Des_Cad_1_Cad_2;Descartes;Cadenza;1;Des_Cad_1;Mix;;17;E2;LM1_2_3
Des_LGA_1_LGA_2;Descartes;LGAbsalon;1;Des_LGA_1;Mix;;14;F3;LM1_2_3
Des_Rec_1_Rec_2;Descartes;Recital;1;Des_Rec_1;Mix;;13;J2;LM1_2_3
Des_Ber_1_Ber_2;Descartes;Bergamo;1;Des_Ber_1;Mix;;14;F3;LM1_2_3
Des_Gha_1_Gha_2;Descartes;Ghayta;1;Des_Gha_1;Mix;;18;A3;LM1_2_3
Des_Fru_1_Fru_2;Descartes;Fructidor;1;Des_Fru_1;Mix;;17;E2;LM1_2_3
Des_Des_5_Des_2;Descartes;Descartes;5;Des_Des_5;Pure;;16;C1;LM1_2_3
Cen_Rec_1_Cen_1;Recital;Centurion;1;Cen_Rec_1;Mix;;13;J2;LM1_2_3
Cen_Ber_1_Cen_1;Bergamo;Centurion;1;Cen_Ber_1;Mix;;13;J2;LM1_2_3
Cen_Gha_1_Cen_1;Ghayta;Centurion;1;Cen_Gha_1;Mix;;16;C1;LM1_2_3
Cen_Fru_1_Cen_1;Fructidor;Centurion;1;Cen_Fru_1;Mix;;18;A3;LM1_2_3
Cen_Bob_1_Cen_1;Bobwhite ;Centurion;1;Cen_Bob_1;Mix;;15;G4;LM1_2_3
Cen_SYM_1_Cen_1;SYMattis;Centurion;1;Cen_SYM_1;Mix;;14;F3;LM1_2_3
Cen_Apa_1_Cen_1;Apache;Centurion;1;Cen_Apa_1;Mix;;16;C1;LM1_2_3
Cen_Acc_1_Cen_1;Accroc;Centurion;1;Cen_Acc_1;Mix;;13;J2;LM1_2_3
Cen_Rub_1_Cen_1;Rubisko;Centurion;1;Cen_Rub_1;Mix;;16;C1;LM1_2_3
Cen_Cen_1_Cen_1;Centurion;Centurion;1;Cen_Cen_1;Pure;;17;E2;LM1_2_3
Cen_Des_1_Cen_1;Descartes;Centurion;1;Cen_Des_1;Mix;;18;A3;LM1_2_3
Cen_Ven_1_Cen_1;Venezio;Centurion;1;Cen_Ven_1;Mix;;13;J2;LM1_2_3
Des_Soi_1_Des_1;Soissons;Descartes;1;Des_Soi_1;Mix;;18;A3;LM1_2_3
Des_Chi_1_Des_1;Chinese spring;Descartes;1;Des_Chi_1;Mix;;14;F3;LM1_2_3
Des_Tit_1_Des_1;Titlis;Descartes;1;Des_Tit_1;Mix;;16;C1;LM1_2_3
Des_Cad_1_Des_1;Cadenza;Descartes;1;Des_Cad_1;Mix;;17;E2;LM1_2_3
Des_LGA_1_Des_1;LGAbsalon;Descartes;1;Des_LGA_1;Mix;;14;F3;LM1_2_3
Des_Rec_1_Des_1;Recital;Descartes;1;Des_Rec_1;Mix;;13;J2;LM1_2_3
Des_Ber_1_Des_1;Bergamo;Descartes;1;Des_Ber_1;Mix;;14;F3;LM1_2_3
Des_Gha_1_Des_1;Ghayta;Descartes;1;Des_Gha_1;Mix;;18;A3;LM1_2_3
Des_Fru_1_Des_1;Fructidor;Descartes;1;Des_Fru_1;Mix;;17;E2;LM1_2_3
Des_Des_5_Des_1;Descartes;Descartes;5;Des_Des_5;Pure;;16;C1;LM1_2_3
Cen_Rec_2_Rec_2;Centurion;Recital;2;Cen_Rec_2;Mix;;18;A3;LM1_2_3
Cen_Ber_2_Ber_2;Centurion;Bergamo;2;Cen_Ber_2;Mix;;14;F3;LM1_2_3
Cen_Gha_2_Gha_2;Centurion;Ghayta;2;Cen_Gha_2;Mix;;17;E2;LM1_2_3
Cen_Fru_2_Fru_2;Centurion;Fructidor;2;Cen_Fru_2;Mix;;15;G4;LM1_2_3
Cen_Bob_2_Bob_2;Centurion;Bobwhite ;2;Cen_Bob_2;Mix;;16;C1;LM1_2_3
Cen_SYM_2_SYM_2;Centurion;SYMattis;2;Cen_SYM_2;Mix;;13;J2;LM1_2_3
Cen_Apa_2_Apa_2;Centurion;Apache;2;Cen_Apa_2;Mix;;18;A3;LM1_2_3
Cen_Acc_2_Acc_2;Centurion;Accroc;2;Cen_Acc_2;Mix;;16;C1;LM1_2_3
Cen_Rub_2_Rub_2;Centurion;Rubisko;2;Cen_Rub_2;Mix;;15;G4;LM1_2_3
Cen_Cen_2_Cen_2;Centurion;Centurion;2;Cen_Cen_2;Pure;;16;C1;LM1_2_3
Cen_Des_2_Des_2;Centurion;Descartes;2;Cen_Des_2;Mix;;15;G4;LM1_2_3
Cen_Ven_2_Ven_2;Centurion;Venezio;2;Cen_Ven_2;Mix;;17;E2;LM1_2_3
Des_Soi_2_Soi_2;Descartes;Soissons;2;Des_Soi_2;Mix;;16;C1;LM1_2_3
Des_Chi_2_Chi_2;Descartes;Chinese spring;2;Des_Chi_2;Mix;;14;F3;LM1_2_3
Des_Tit_2_Tit_2;Descartes;Titlis;2;Des_Tit_2;Mix;;14;F3;LM1_2_3
Des_Cad_2_Cad_2;Descartes;Cadenza;2;Des_Cad_2;Mix;;16;C1;LM1_2_3
Des_LGA_2_LGA_2;Descartes;LGAbsalon;2;Des_LGA_2;Mix;;18;A3;LM1_2_3
Des_Rec_2_Rec_2;Descartes;Recital;2;Des_Rec_2;Mix;;13;J2;LM1_2_3
Des_Ber_2_Ber_2;Descartes;Bergamo;2;Des_Ber_2;Mix;;16;C1;LM1_2_3
Des_Gha_2_Gha_2;Descartes;Ghayta;2;Des_Gha_2;Mix;;17;E2;LM1_2_3
Des_Fru_2_Fru_2;Descartes;Fructidor;2;Des_Fru_2;Mix;;13;J2;LM1_2_3
Des_Des_6_Des_2;Descartes;Descartes;6;Des_Des_6;Pure;;18;A3;LM1_2_3
Cen_Rec_2_Cen_1;Recital;Centurion;2;Cen_Rec_2;Mix;;18;A3;LM1_2_3
Cen_Ber_2_Cen_1;Bergamo;Centurion;2;Cen_Ber_2;Mix;;14;F3;LM1_2_3
Cen_Gha_2_Cen_1;Ghayta;Centurion;2;Cen_Gha_2;Mix;;17;E2;LM1_2_3
Cen_Fru_2_Cen_1;Fructidor;Centurion;2;Cen_Fru_2;Mix;;15;G4;LM1_2_3
Cen_Bob_2_Cen_1;Bobwhite ;Centurion;2;Cen_Bob_2;Mix;;16;C1;LM1_2_3
Cen_SYM_2_Cen_1;SYMattis;Centurion;2;Cen_SYM_2;Mix;;13;J2;LM1_2_3
Cen_Apa_2_Cen_1;Apache;Centurion;2;Cen_Apa_2;Mix;;18;A3;LM1_2_3
Cen_Acc_2_Cen_1;Accroc;Centurion;2;Cen_Acc_2;Mix;;16;C1;LM1_2_3
Cen_Rub_2_Cen_1;Rubisko;Centurion;2;Cen_Rub_2;Mix;;15;G4;LM1_2_3
Cen_Cen_2_Cen_1;Centurion;Centurion;2;Cen_Cen_2;Pure;;16;C1;LM1_2_3
Cen_Des_2_Cen_1;Descartes;Centurion;2;Cen_Des_2;Mix;;15;G4;LM1_2_3
Cen_Ven_2_Cen_1;Venezio;Centurion;2;Cen_Ven_2;Mix;;17;E2;LM1_2_3
Des_Soi_2_Des_1;Soissons;Descartes;2;Des_Soi_2;Mix;;16;C1;LM1_2_3
Des_Chi_2_Des_1;Chinese spring;Descartes;2;Des_Chi_2;Mix;;14;F3;LM1_2_3
Des_Tit_2_Des_1;Titlis;Descartes;2;Des_Tit_2;Mix;;14;F3;LM1_2_3
Des_Cad_2_Des_1;Cadenza;Descartes;2;Des_Cad_2;Mix;;16;C1;LM1_2_3
Des_LGA_2_Des_1;LGAbsalon;Descartes;2;Des_LGA_2;Mix;;18;A3;LM1_2_3
Des_Rec_2_Des_1;Recital;Descartes;2;Des_Rec_2;Mix;;13;J2;LM1_2_3
Des_Ber_2_Des_1;Bergamo;Descartes;2;Des_Ber_2;Mix;;16;C1;LM1_2_3
Des_Gha_2_Des_1;Ghayta;Descartes;2;Des_Gha_2;Mix;;17;E2;LM1_2_3
Des_Fru_2_Des_1;Fructidor;Descartes;2;Des_Fru_2;Mix;;13;J2;LM1_2_3
Des_Des_6_Des_1;Descartes;Descartes;6;Des_Des_6;Pure;;18;A3;LM1_2_3
Cen_Rec_3_Rec_2;Centurion;Recital;3;Cen_Rec_3;Mix;;17;E2;LM1_2_3
Cen_Ber_3_Ber_2;Centurion;Bergamo;3;Cen_Ber_3;Mix;;15;G4;LM1_2_3
Cen_Gha_3_Gha_2;Centurion;Ghayta;3;Cen_Gha_3;Mix;;14;F3;LM1_2_3
Cen_Fru_3_Fru_2;Centurion;Fructidor;3;Cen_Fru_3;Mix;;15;G4;LM1_2_3
Cen_Bob_3_Bob_2;Centurion;Bobwhite ;3;Cen_Bob_3;Mix;;15;G4;LM1_2_3
Cen_SYM_3_SYM_2;Centurion;SYMattis;3;Cen_SYM_3;Mix;;13;J2;LM1_2_3
Cen_Apa_3_Apa_2;Centurion;Apache;3;Cen_Apa_3;Mix;;15;G4;LM1_2_3
Cen_Acc_3_Acc_2;Centurion;Accroc;3;Cen_Acc_3;Mix;;14;F3;LM1_2_3
Cen_Rub_3_Rub_2;Centurion;Rubisko;3;Cen_Rub_3;Mix;;16;C1;LM1_2_3
Cen_Cen_3_Cen_2;Centurion;Centurion;3;Cen_Cen_3;Pure;;14;F3;LM1_2_3
Cen_Des_3_Des_2;Centurion;Descartes;3;Cen_Des_3;Mix;;17;E2;LM1_2_3
Cen_Ven_3_Ven_2;Centurion;Venezio;3;Cen_Ven_3;Mix;;18;A3;LM1_2_3
Des_Soi_3_Soi_2;Descartes;Soissons;3;Des_Soi_3;Mix;;16;C1;LM1_2_3
Des_Chi_3_Chi_2;Descartes;Chinese spring;3;Des_Chi_3;Mix;;14;F3;LM1_2_3
Des_Tit_3_Tit_2;Descartes;Titlis;3;Des_Tit_3;Mix;;15;G4;LM1_2_3
Des_Cad_3_Cad_2;Descartes;Cadenza;3;Des_Cad_3;Mix;;17;E2;LM1_2_3
Des_LGA_3_LGA_2;Descartes;LGAbsalon;3;Des_LGA_3;Mix;;13;J2;LM1_2_3
Des_Rec_3_Rec_2;Descartes;Recital;3;Des_Rec_3;Mix;;16;C1;LM1_2_3
Des_Ber_3_Ber_2;Descartes;Bergamo;3;Des_Ber_3;Mix;;13;J2;LM1_2_3
Des_Gha_3_Gha_2;Descartes;Ghayta;3;Des_Gha_3;Mix;;17;E2;LM1_2_3
Des_Fru_3_Fru_2;Descartes;Fructidor;3;Des_Fru_3;Mix;;17;E2;LM1_2_3
Des_Des_7_Des_2;Descartes;Descartes;7;Des_Des_7;Pure;;15;G4;LM1_2_3
Cen_Rec_3_Cen_1;Recital;Centurion;3;Cen_Rec_3;Mix;;;;LM1_2_3
Cen_Ber_3_Cen_1;Bergamo;Centurion;3;Cen_Ber_3;Mix;;15;G4;LM1_2_3
Cen_Gha_3_Cen_1;Ghayta;Centurion;3;Cen_Gha_3;Mix;;14;F3;LM1_2_3
Cen_Fru_3_Cen_1;Fructidor;Centurion;3;Cen_Fru_3;Mix;;15;G4;LM1_2_3
Cen_Bob_3_Cen_1;Bobwhite ;Centurion;3;Cen_Bob_3;Mix;;15;G4;LM1_2_3
Cen_SYM_3_Cen_1;SYMattis;Centurion;3;Cen_SYM_3;Mix;;13;J2;LM1_2_3
Cen_Apa_3_Cen_1;Apache;Centurion;3;Cen_Apa_3;Mix;;15;G4;LM1_2_3
Cen_Acc_3_Cen_1;Accroc;Centurion;3;Cen_Acc_3;Mix;;14;F3;LM1_2_3
Cen_Rub_3_Cen_1;Rubisko;Centurion;3;Cen_Rub_3;Mix;;16;C1;LM1_2_3
Cen_Cen_3_Cen_1;Centurion;Centurion;3;Cen_Cen_3;Pure;;14;F3;LM1_2_3
Cen_Des_3_Cen_1;Descartes;Centurion;3;Cen_Des_3;Mix;;17;E2;LM1_2_3
Cen_Ven_3_Cen_1;Venezio;Centurion;3;Cen_Ven_3;Mix;;18;A3;LM1_2_3
Des_Soi_3_Des_1;Soissons;Descartes;3;Des_Soi_3;Mix;;16;C1;LM1_2_3
Des_Chi_3_Des_1;Chinese spring;Descartes;3;Des_Chi_3;Mix;;14;F3;LM1_2_3
Des_Tit_3_Des_1;Titlis;Descartes;3;Des_Tit_3;Mix;;15;G4;LM1_2_3
Des_Cad_3_Des_1;Cadenza;Descartes;3;Des_Cad_3;Mix;;17;E2;LM1_2_3
Des_LGA_3_Des_1;LGAbsalon;Descartes;3;Des_LGA_3;Mix;;13;J2;LM1_2_3
Des_Rec_3_Des_1;Recital;Descartes;3;Des_Rec_3;Mix;;16;C1;LM1_2_3
Des_Ber_3_Des_1;Bergamo;Descartes;3;Des_Ber_3;Mix;;13;J2;LM1_2_3
Des_Gha_3_Des_1;Ghayta;Descartes;3;Des_Gha_3;Mix;;17;E2;LM1_2_3
Des_Fru_3_Des_1;Fructidor;Descartes;3;Des_Fru_3;Mix;;17;E2;LM1_2_3
