scan_name;Neighbour;Focal;Repetition;Pot;Type;Tray;Tray_Number;Tray_Position;Batch 
Cal_Soi_1_Soi_2;Calabro;Soissons;1;Cal_Soi_1;Mix;4_L4;4;L4;LM1_2_1
Cal_Chi_1_Chi_2;Calabro;Chinese spring;1;Cal_Chi_1;Mix;2_E4;2;E4;LM1_2_1
Cal_Tit_1_Tit_2;Calabro;Titlis;1;Cal_Tit_1;Mix;1_O2;1;O2;LM1_2_1
Cal_Cad_1_Cad_2;Calabro;Cadenza;1;Cal_Cad_1;Mix;2_E4;2;E4;LM1_2_1
Cal_LGA_1_LGA_2;Calabro;LGAbsalon;1;Cal_LGA_1;Mix;6_E3;6;E3;LM1_2_1
Cal_Rec_1_Rec_2;Calabro;Recital;1;Cal_Rec_1;Mix;5_A1;5;A1;LM1_2_1
Cal_Ber_1_Ber_2;Calabro;Bergamo;1;Cal_Ber_1;Mix;3_F1;3;F1;LM1_2_1
Cal_Gha_1_Gha_2;Calabro;Ghayta;1;Cal_Gha_1;Mix;4_L4;4;L4;LM1_2_1
Cal_Fru_1_Fru_2;Calabro;Fructidor;1;Cal_Fru_1;Mix;3_F1;3;F1;LM1_2_1
Cal_Bob_1_Bob_2;Calabro;Bobwhite ;1;Cal_Bob_1;Mix;5_A1;5;A1;LM1_2_1
Cal_SYM_1_SYM_2;Calabro;SYMattis;1;Cal_SYM_1;Mix;4_L4;4;L4;LM1_2_1
Cal_Apa_1_Apa_2;Calabro;Apache;1;Cal_Apa_1;Mix;2_E4;2;E4;LM1_2_1
Cal_Acc_1_Acc_2;Calabro;Accroc;1;Cal_Acc_1;Mix;1_O2;1;O2;LM1_2_1
Cal_Rub_1_Rub_2;Calabro;Rubisko;1;Cal_Rub_1;Mix;6_E3;6;E3;LM1_2_1
Cal_Cal_1_Cal_2;Calabro;Calabro;1;Cal_Cal_1;Pure;3_F1;3;F1;LM1_2_1
Cal_Gen_1_Gen_2;Calabro;Geny (AB);1;Cal_Gen_1;Mix;6_E3;6;E3;LM1_2_1
Cal_Cen_1_Cen_2;Calabro;Centurion;1;Cal_Cen_1;Mix;3_F1;3;F1;LM1_2_1
Cal_Des_1_Des_2;Calabro;Descartes;1;Cal_Des_1;Mix;3_F1;3;F1;LM1_2_1
Cal_Ven_1_Ven_2;Calabro;Venezio;1;Cal_Ven_1;Mix;4_L4;4;L4;LM1_2_1
Gen_Soi_1_Soi_2;Geny (AB);Soissons;1;Gen_Soi_1;Mix;3_F1;3;F1;LM1_2_1
Gen_Chi_1_Chi_2;Geny (AB);Chinese spring;1;Gen_Chi_1;Mix;2_E4;2;E4;LM1_2_1
Gen_Gen_5_Gen_2;Geny (AB);Geny (AB);5;Gen_Gen_5;Pure;3_F1;3;F1;LM1_2_1
Cal_Soi_1_Cal_1;Soissons;Calabro;1;Cal_Soi_1;Mix;4_L4;4;L4;LM1_2_1
Cal_Chi_1_Cal_1;Chinese spring;Calabro;1;Cal_Chi_1;Mix;2_E4;2;E4;LM1_2_1
Cal_Tit_1_Cal_1;Titlis;Calabro;1;Cal_Tit_1;Mix;1_O2;1;O2;LM1_2_1
Cal_Cad_1_Cal_1;Cadenza;Calabro;1;Cal_Cad_1;Mix;2_E4;2;E4;LM1_2_1
Cal_LGA_1_Cal_1;LGAbsalon;Calabro;1;Cal_LGA_1;Mix;6_E3;6;E3;LM1_2_1
Cal_Rec_1_Cal_1;Recital;Calabro;1;Cal_Rec_1;Mix;5_A1;5;A1;LM1_2_1
Cal_Ber_1_Cal_1;Bergamo;Calabro;1;Cal_Ber_1;Mix;3_F1;3;F1;LM1_2_1
Cal_Gha_1_Cal_1;Ghayta;Calabro;1;Cal_Gha_1;Mix;4_L4;4;L4;LM1_2_1
Cal_Fru_1_Cal_1;Fructidor;Calabro;1;Cal_Fru_1;Mix;3_F1;3;F1;LM1_2_1
Cal_Bob_1_Cal_1;Bobwhite ;Calabro;1;Cal_Bob_1;Mix;5_A1;5;A1;LM1_2_1
Cal_SYM_1_Cal_1;SYMattis;Calabro;1;Cal_SYM_1;Mix;4_L4;4;L4;LM1_2_1
Cal_Apa_1_Cal_1;Apache;Calabro;1;Cal_Apa_1;Mix;2_E4;2;E4;LM1_2_1
Cal_Acc_1_Cal_1;Accroc;Calabro;1;Cal_Acc_1;Mix;1_O2;1;O2;LM1_2_1
Cal_Rub_1_Cal_1;Rubisko;Calabro;1;Cal_Rub_1;Mix;6_E3;6;E3;LM1_2_1
Cal_Cal_1_Cal_1;Calabro;Calabro;1;Cal_Cal_1;Pure;3_F1;3;F1;LM1_2_1
Cal_Gen_1_Cal_1;Geny (AB);Calabro;1;Cal_Gen_1;Mix;6_E3;6;E3;LM1_2_1
Cal_Cen_1_Cal_1;Centurion;Calabro;1;Cal_Cen_1;Mix;3_F1;3;F1;LM1_2_1
Cal_Des_1_Cal_1;Descartes;Calabro;1;Cal_Des_1;Mix;3_F1;3;F1;LM1_2_1
Cal_Ven_1_Cal_1;Venezio;Calabro;1;Cal_Ven_1;Mix;4_L4;4;L4;LM1_2_1
Gen_Soi_1_Gen_1;Soissons;Geny (AB);1;Gen_Soi_1;Mix;3_F1;3;F1;LM1_2_1
Gen_Chi_1_Gen_1;Chinese spring;Geny (AB);1;Gen_Chi_1;Mix;2_E4;2;E4;LM1_2_1
Gen_Gen_5_Gen_1;Geny (AB);Geny (AB);5;Gen_Gen_5;Pure;3_F1;3;F1;LM1_2_1
Cal_Soi_2_Soi_2;Calabro;Soissons;2;Cal_Soi_2;Mix;2_E4;2;E4;LM1_2_1
Cal_Chi_2_Chi_2;Calabro;Chinese spring;2;Cal_Chi_2;Mix;5_A1;5;A1;LM1_2_1
Cal_Tit_2_Tit_2;Calabro;Titlis;2;Cal_Tit_2;Mix;5_A1;5;A1;LM1_2_1
Cal_Cad_2_Cad_2;Calabro;Cadenza;2;Cal_Cad_2;Mix;1_O2;1;O2;LM1_2_1
Cal_LGA_2_LGA_2;Calabro;LGAbsalon;2;Cal_LGA_2;Mix;1_O2;1;O2;LM1_2_1
Cal_Rec_2_Rec_2;Calabro;Recital;2;Cal_Rec_2;Mix;1_O2;1;O2;LM1_2_1
Cal_Ber_2_Ber_2;Calabro;Bergamo;2;Cal_Ber_2;Mix;6_E3;6;E3;LM1_2_1
Cal_Gha_2_Gha_2;Calabro;Ghayta;2;Cal_Gha_2;Mix;3_F1;3;F1;LM1_2_1
Cal_Fru_2_Fru_2;Calabro;Fructidor;2;Cal_Fru_2;Mix;1_O2;1;O2;LM1_2_1
Cal_Bob_2_Bob_2;Calabro;Bobwhite ;2;Cal_Bob_2;Mix;2_E4;2;E4;LM1_2_1
Cal_SYM_2_SYM_2;Calabro;SYMattis;2;Cal_SYM_2;Mix;5_A1;5;A1;LM1_2_1
Cal_Apa_2_Apa_2;Calabro;Apache;2;Cal_Apa_2;Mix;2_E4;2;E4;LM1_2_1
Cal_Acc_2_Acc_2;Calabro;Accroc;2;Cal_Acc_2;Mix;1_O2;1;O2;LM1_2_1
Cal_Rub_2_Rub_2;Calabro;Rubisko;2;Cal_Rub_2;Mix;1_O2;1;O2;LM1_2_1
Cal_Cal_2_Cal_2;Calabro;Calabro;2;Cal_Cal_2;Pure;1_O2;1;O2;LM1_2_1
Cal_Gen_2_Gen_2;Calabro;Geny (AB);2;Cal_Gen_2;Mix;3_F1;3;F1;LM1_2_1
Cal_Cen_2_Cen_2;Calabro;Centurion;2;Cal_Cen_2;Mix;4_L4;4;L4;LM1_2_1
Cal_Des_2_Des_2;Calabro;Descartes;2;Cal_Des_2;Mix;2_E4;2;E4;LM1_2_1
Cal_Ven_2_Ven_2;Calabro;Venezio;2;Cal_Ven_2;Mix;5_A1;5;A1;LM1_2_1
Gen_Soi_2_Soi_2;Geny (AB);Soissons;2;Gen_Soi_2;Mix;3_F1;3;F1;LM1_2_1
Gen_Chi_2_Chi_2;Geny (AB);Chinese spring;2;Gen_Chi_2;Mix;5_A1;5;A1;LM1_2_1
Gen_Gen_6_Gen_2;Geny (AB);Geny (AB);6;Gen_Gen_6;Pure;5_A1;5;A1;LM1_2_1
Cal_Soi_2_Cal_1;Soissons;Calabro;2;Cal_Soi_2;Mix;2_E4;2;E4;LM1_2_1
Cal_Chi_2_Cal_1;Chinese spring;Calabro;2;Cal_Chi_2;Mix;5_A1;5;A1;LM1_2_1
Cal_Tit_2_Cal_1;Titlis;Calabro;2;Cal_Tit_2;Mix;5_A1;5;A1;LM1_2_1
Cal_Cad_2_Cal_1;Cadenza;Calabro;2;Cal_Cad_2;Mix;1_O2;1;O2;LM1_2_1
Cal_LGA_2_Cal_1;LGAbsalon;Calabro;2;Cal_LGA_2;Mix;1_O2;1;O2;LM1_2_1
Cal_Rec_2_Cal_1;Recital;Calabro;2;Cal_Rec_2;Mix;1_O2;1;O2;LM1_2_1
Cal_Ber_2_Cal_1;Bergamo;Calabro;2;Cal_Ber_2;Mix;6_E3;6;E3;LM1_2_1
Cal_Gha_2_Cal_1;Ghayta;Calabro;2;Cal_Gha_2;Mix;3_F1;3;F1;LM1_2_1
Cal_Fru_2_Cal_1;Fructidor;Calabro;2;Cal_Fru_2;Mix;1_O2;1;O2;LM1_2_1
Cal_Bob_2_Cal_1;Bobwhite ;Calabro;2;Cal_Bob_2;Mix;2_E4;2;E4;LM1_2_1
Cal_SYM_2_Cal_1;SYMattis;Calabro;2;Cal_SYM_2;Mix;5_A1;5;A1;LM1_2_1
Cal_Apa_2_Cal_1;Apache;Calabro;2;Cal_Apa_2;Mix;2_E4;2;E4;LM1_2_1
Cal_Acc_2_Cal_1;Accroc;Calabro;2;Cal_Acc_2;Mix;1_O2;1;O2;LM1_2_1
Cal_Rub_2_Cal_1;Rubisko;Calabro;2;Cal_Rub_2;Mix;1_O2;1;O2;LM1_2_1
Cal_Cal_2_Cal_1;Calabro;Calabro;2;Cal_Cal_2;Pure;;1;O2;LM1_2_1
Cal_Gen_2_Cal_1;Geny (AB);Calabro;2;Cal_Gen_2;Mix;;3;F1;LM1_2_1
Cal_Cen_2_Cal_1;Centurion;Calabro;2;Cal_Cen_2;Mix;;4;L4;LM1_2_1
Cal_Des_2_Cal_1;Descartes;Calabro;2;Cal_Des_2;Mix;;2;E4;LM1_2_1
Cal_Ven_2_Cal_1;Venezio;Calabro;2;Cal_Ven_2;Mix;;5;A1;LM1_2_1
Gen_Soi_2_Gen_1;Soissons;Geny (AB);2;Gen_Soi_2;Mix;;3;F1;LM1_2_1
Gen_Chi_2_Gen_1;Chinese spring;Geny (AB);2;Gen_Chi_2;Mix;;5;A1;LM1_2_1
Gen_Gen_6_Gen_1;Geny (AB);Geny (AB);6;Gen_Gen_6;Pure;;5;A1;LM1_2_1
Cal_Soi_3_Soi_2;Calabro;Soissons;3;Cal_Soi_3;Mix;;4;L4;LM1_2_1
Cal_Chi_3_Chi_2;Calabro;Chinese spring;3;Cal_Chi_3;Mix;;3;F1;LM1_2_1
Cal_Tit_3_Tit_2;Calabro;Titlis;3;Cal_Tit_3;Mix;;6;E3;LM1_2_1
Cal_Cad_3_Cad_2;Calabro;Cadenza;3;Cal_Cad_3;Mix;;5;A1;LM1_2_1
Cal_LGA_3_LGA_2;Calabro;LGAbsalon;3;Cal_LGA_3;Mix;;1;O2;LM1_2_1
Cal_Rec_3_Rec_2;Calabro;Recital;3;Cal_Rec_3;Mix;;6;E3;LM1_2_1
Cal_Ber_3_Ber_2;Calabro;Bergamo;3;Cal_Ber_3;Mix;;1;O2;LM1_2_1
Cal_Gha_3_Gha_2;Calabro;Ghayta;3;Cal_Gha_3;Mix;;4;L4;LM1_2_1
Cal_Fru_3_Fru_2;Calabro;Fructidor;3;Cal_Fru_3;Mix;;5;A1;LM1_2_1
Cal_Bob_3_Bob_2;Calabro;Bobwhite ;3;Cal_Bob_3;Mix;;6;E3;LM1_2_1
Cal_SYM_3_SYM_2;Calabro;SYMattis;3;Cal_SYM_3;Mix;;6;E3;LM1_2_1
Cal_Apa_3_Apa_2;Calabro;Apache;3;Cal_Apa_3;Mix;;4;L4;LM1_2_1
Cal_Acc_3_Acc_2;Calabro;Accroc;3;Cal_Acc_3;Mix;;3;F1;LM1_2_1
Cal_Rub_3_Rub_2;Calabro;Rubisko;3;Cal_Rub_3;Mix;;4;L4;LM1_2_1
Cal_Cal_3_Cal_2;Calabro;Calabro;3;Cal_Cal_3;Pure;;3;F1;LM1_2_1
Cal_Gen_3_Gen_2;Calabro;Geny (AB);3;Cal_Gen_3;Mix;;4;L4;LM1_2_1
Cal_Cen_3_Cen_2;Calabro;Centurion;3;Cal_Cen_3;Mix;;3;F1;LM1_2_1
Cal_Des_3_Des_2;Calabro;Descartes;3;Cal_Des_3;Mix;;4;L4;LM1_2_1
Cal_Ven_3_Ven_2;Calabro;Venezio;3;Cal_Ven_3;Mix;;6;E3;LM1_2_1
Gen_Soi_3_Soi_2;Geny (AB);Soissons;3;Gen_Soi_3;Mix;;1;O2;LM1_2_1
Gen_Chi_3_Chi_2;Geny (AB);Chinese spring;3;Gen_Chi_3;Mix;;2;E4;LM1_2_1
Gen_Gen_7_Gen_2;Geny (AB);Geny (AB);7;Gen_Gen_7;Pure;;4;L4;LM1_2_1
Cal_Soi_3_Cal_1;Soissons;Calabro;3;Cal_Soi_3;Mix;;4;L4;LM1_2_1
Cal_Chi_3_Cal_1;Chinese spring;Calabro;3;Cal_Chi_3;Mix;;3;F1;LM1_2_1
Cal_Tit_3_Cal_1;Titlis;Calabro;3;Cal_Tit_3;Mix;;6;E3;LM1_2_1
Cal_Cad_3_Cal_1;Cadenza;Calabro;3;Cal_Cad_3;Mix;;5;A1;LM1_2_1
Cal_LGA_3_Cal_1;LGAbsalon;Calabro;3;Cal_LGA_3;Mix;;1;O2;LM1_2_1
Cal_Rec_3_Cal_1;Recital;Calabro;3;Cal_Rec_3;Mix;;6;E3;LM1_2_1
Cal_Ber_3_Cal_1;Bergamo;Calabro;3;Cal_Ber_3;Mix;;1;O2;LM1_2_1
Cal_Gha_3_Cal_1;Ghayta;Calabro;3;Cal_Gha_3;Mix;;4;L4;LM1_2_1
Cal_Fru_3_Cal_1;Fructidor;Calabro;3;Cal_Fru_3;Mix;;5;A1;LM1_2_1
Cal_Bob_3_Cal_1;Bobwhite ;Calabro;3;Cal_Bob_3;Mix;;6;E3;LM1_2_1
Cal_SYM_3_Cal_1;SYMattis;Calabro;3;Cal_SYM_3;Mix;;6;E3;LM1_2_1
Cal_Apa_3_Cal_1;Apache;Calabro;3;Cal_Apa_3;Mix;;4;L4;LM1_2_1
Cal_Acc_3_Cal_1;Accroc;Calabro;3;Cal_Acc_3;Mix;;3;F1;LM1_2_1
Cal_Rub_3_Cal_1;Rubisko;Calabro;3;Cal_Rub_3;Mix;;4;L4;LM1_2_1
Cal_Cal_3_Cal_1;Calabro;Calabro;3;Cal_Cal_3;Pure;;3;F1;LM1_2_1
Cal_Gen_3_Cal_1;Geny (AB);Calabro;3;Cal_Gen_3;Mix;;4;L4;LM1_2_1
Cal_Cen_3_Cal_1;Centurion;Calabro;3;Cal_Cen_3;Mix;;3;F1;LM1_2_1
Cal_Des_3_Cal_1;Descartes;Calabro;3;Cal_Des_3;Mix;;4;L4;LM1_2_1
Cal_Ven_3_Cal_1;Venezio;Calabro;3;Cal_Ven_3;Mix;;6;E3;LM1_2_1
Gen_Soi_3_Gen_1;Soissons;Geny (AB);3;Gen_Soi_3;Mix;;1;O2;LM1_2_1
Gen_Chi_3_Gen_1;Chinese spring;Geny (AB);3;Gen_Chi_3;Mix;;2;E4;LM1_2_1
Gen_Gen_7_Gen_1;Geny (AB);Geny (AB);7;Gen_Gen_7;Pure;;4;L4;LM1_2_1
Cal_Soi_4_Soi_2;Calabro;Soissons;4;Cal_Soi_4;Mix;;4;L4;LM1_2_1
Cal_Chi_4_Chi_2;Calabro;Chinese spring;4;Cal_Chi_4;Mix;;1;O2;LM1_2_1
Cal_Tit_4_Tit_2;Calabro;Titlis;4;Cal_Tit_4;Mix;;2;E4;LM1_2_1
Cal_Cad_4_Cad_2;Calabro;Cadenza;4;Cal_Cad_4;Mix;;5;A1;LM1_2_1
Cal_LGA_4_LGA_2;Calabro;LGAbsalon;4;Cal_LGA_4;Mix;;5;A1;LM1_2_1
Cal_Rec_4_Rec_2;Calabro;Recital;4;Cal_Rec_4;Mix;;3;F1;LM1_2_1
Cal_Ber_4_Ber_2;Calabro;Bergamo;4;Cal_Ber_4;Mix;;2;E4;LM1_2_1
Cal_Gha_4_Gha_2;Calabro;Ghayta;4;Cal_Gha_4;Mix;;2;E4;LM1_2_1
Cal_Fru_4_Fru_2;Calabro;Fructidor;4;Cal_Fru_4;Mix;;4;L4;LM1_2_1
Cal_Bob_4_Bob_2;Calabro;Bobwhite ;4;Cal_Bob_4;Mix;;6;E3;LM1_2_1
Cal_SYM_4_SYM_2;Calabro;SYMattis;4;Cal_SYM_4;Mix;;5;A1;LM1_2_1
Cal_Apa_4_Apa_2;Calabro;Apache;4;Cal_Apa_4;Mix;;4;L4;LM1_2_1
Cal_Acc_4_Acc_2;Calabro;Accroc;4;Cal_Acc_4;Mix;;2;E4;LM1_2_1
Cal_Rub_4_Rub_2;Calabro;Rubisko;4;Cal_Rub_4;Mix;;2;E4;LM1_2_1
Cal_Cal_4_Cal_2;Calabro;Calabro;4;Cal_Cal_4;Pure;;6;E3;LM1_2_1
Cal_Gen_4_Gen_2;Calabro;Geny (AB);4;Cal_Gen_4;Mix;;5;A1;LM1_2_1
Cal_Cen_4_Cen_2;Calabro;Centurion;4;Cal_Cen_4;Mix;;5;A1;LM1_2_1
Cal_Des_4_Des_2;Calabro;Descartes;4;Cal_Des_4;Mix;;1;O2;LM1_2_1
Cal_Ven_4_Ven_2;Calabro;Venezio;4;Cal_Ven_4;Mix;;6;E3;LM1_2_1
Gen_Soi_4_Soi_2;Geny (AB);Soissons;4;Gen_Soi_4;Mix;;2;E4;LM1_2_1
Gen_Chi_4_Chi_2;Geny (AB);Chinese spring;4;Gen_Chi_4;Mix;;6;E4;LM1_2_1
Gen_Gen_8_Gen_2;Geny (AB);Geny (AB);8;Gen_Gen_8;Pure;;1;O2;LM1_2_1
Cal_Soi_4_Cal_1;Soissons;Calabro;4;Cal_Soi_4;Mix;;4;L4;LM1_2_1
Cal_Chi_4_Cal_1;Chinese spring;Calabro;4;Cal_Chi_4;Mix;;1;O2;LM1_2_1
Cal_Tit_4_Cal_1;Titlis;Calabro;4;Cal_Tit_4;Mix;;2;E4;LM1_2_1
Cal_Cad_4_Cal_1;Cadenza;Calabro;4;Cal_Cad_4;Mix;;5;A1;LM1_2_1
Cal_LGA_4_Cal_1;LGAbsalon;Calabro;4;Cal_LGA_4;Mix;;5;A1;LM1_2_1
Cal_Rec_4_Cal_1;Recital;Calabro;4;Cal_Rec_4;Mix;;3;F1;LM1_2_1
Cal_Ber_4_Cal_1;Bergamo;Calabro;4;Cal_Ber_4;Mix;;2;E4;LM1_2_1
Cal_Gha_4_Cal_1;Ghayta;Calabro;4;Cal_Gha_4;Mix;;2;E4;LM1_2_1
Cal_Fru_4_Cal_1;Fructidor;Calabro;4;Cal_Fru_4;Mix;;4;L4;LM1_2_1
Cal_Bob_4_Cal_1;Bobwhite ;Calabro;4;Cal_Bob_4;Mix;;6;E3;LM1_2_1
Cal_SYM_4_Cal_1;SYMattis;Calabro;4;Cal_SYM_4;Mix;;5;A1;LM1_2_1
Cal_Apa_4_Cal_1;Apache;Calabro;4;Cal_Apa_4;Mix;;4;L4;LM1_2_1
Cal_Acc_4_Cal_1;Accroc;Calabro;4;Cal_Acc_4;Mix;;2;E4;LM1_2_1
Cal_Rub_4_Cal_1;Rubisko;Calabro;4;Cal_Rub_4;Mix;;2;E4;LM1_2_1
Cal_Cal_4_Cal_1;Calabro;Calabro;4;Cal_Cal_4;Pure;;6;E3;LM1_2_1
Cal_Gen_4_Cal_1;Geny (AB);Calabro;4;Cal_Gen_4;Mix;;5;A1;LM1_2_1
Cal_Cen_4_Cal_1;Centurion;Calabro;4;Cal_Cen_4;Mix;;5;A1;LM1_2_1
Cal_Des_4_Cal_1;Descartes;Calabro;4;Cal_Des_4;Mix;;1;O2;LM1_2_1
Cal_Ven_4_Cal_1;Venezio;Calabro;4;Cal_Ven_4;Mix;;6;E3;LM1_2_1
Gen_Soi_4_Gen_1;Soissons;Geny (AB);4;Gen_Soi_4;Mix;;2;E4;LM1_2_1
Gen_Chi_4_Gen_1;Chinese spring;Geny (AB);4;Gen_Chi_4;Mix;;6;E4;LM1_2_1
Gen_Gen_8_Gen_1;Geny (AB);Geny (AB);8;Gen_Gen_8;Pure;;1;O2;LM1_2_1
Gen_Tit_1_Tit_2;Geny (AB);Titlis;1;Gen_Tit_1;Mix;;12;K4;LM1_2_2
Gen_Cad_1_Cad_2;Geny (AB);Cadenza;1;Gen_Cad_1;Mix;;11;N4;LM1_2_2
Gen_LGA_1_LGA_2;Geny (AB);LGAbsalon;1;Gen_LGA_1;Mix;;12;K4;LM1_2_2
Gen_Rec_1_Rec_2;Geny (AB);Recital;1;Gen_Rec_1;Mix;;7;M2;LM1_2_2
Gen_Ber_1_Ber_2;Geny (AB);Bergamo;1;Gen_Ber_1;Mix;;8;O4;LM1_2_2
Gen_Gha_1_Gha_2;Geny (AB);Ghayta;1;Gen_Gha_1;Mix;;8;O4;LM1_2_2
Gen_Fru_1_Fru_2;Geny (AB);Fructidor;1;Gen_Fru_1;Mix;;10;K1;LM1_2_2
Gen_Bob_1_Bob_2;Geny (AB);Bobwhite ;1;Gen_Bob_1;Mix;;12;K4;LM1_2_2
Gen_SYM_1_SYM_2;Geny (AB);SYMattis;1;Gen_SYM_1;Mix;;10;K1;LM1_2_2
Gen_Apa_1_Apa_2;Geny (AB);Apache;1;Gen_Apa_1;Mix;;10;K1;LM1_2_2
Gen_Acc_1_Acc_2;Geny (AB);Accroc;1;Gen_Acc_1;Mix;;9;G2;LM1_2_2
Gen_Rub_1_Rub_2;Geny (AB);Rubisko;1;Gen_Rub_1;Mix;;8;O4;LM1_2_2
Gen_Gen_1_Gen_2;Geny (AB);Geny (AB);1;Gen_Gen_1;Pure;;8;O4;LM1_2_2
Gen_Cen_1_Cen_2;Geny (AB);Centurion;1;Gen_Cen_1;Mix;;9;G2;LM1_2_2
Gen_Des_1_Des_2;Geny (AB);Descartes;1;Gen_Des_1;Mix;;12;K4;LM1_2_2
Gen_Ven_1_Ven_2;Geny (AB);Venezio;1;Gen_Ven_1;Mix;;9;G2;LM1_2_2
Cen_Soi_1_Soi_2;Centurion;Soissons;1;Cen_Soi_1;Mix;;10;K1;LM1_2_2
Cen_Chi_1_Chi_2;Centurion;Chinese spring;1;Cen_Chi_1;Mix;;10;K1;LM1_2_2
Cen_Tit_1_Tit_2;Centurion;Titlis;1;Cen_Tit_1;Mix;;8;O4;LM1_2_2
Cen_Cad_1_Cad_2;Centurion;Cadenza;1;Cen_Cad_1;Mix;;12;K4;LM1_2_2
Cen_LGA_1_LGA_2;Centurion;LGAbsalon;1;Cen_LGA_1;Mix;;7;M2;LM1_2_2
Cen_Cen_5_Cen_2;Centurion;Centurion;5;Cen_Cen_5;Pure;;8;O4;LM1_2_2
Gen_Tit_1_Gen_1;Titlis;Geny (AB);1;Gen_Tit_1;Mix;;12;K4;LM1_2_2
Gen_Cad_1_Gen_1;Cadenza;Geny (AB);1;Gen_Cad_1;Mix;;11;N4;LM1_2_2
Gen_LGA_1_Gen_1;LGAbsalon;Geny (AB);1;Gen_LGA_1;Mix;;12;K4;LM1_2_2
Gen_Rec_1_Gen_1;Recital;Geny (AB);1;Gen_Rec_1;Mix;;7;M2;LM1_2_2
Gen_Ber_1_Gen_1;Bergamo;Geny (AB);1;Gen_Ber_1;Mix;;8;O4;LM1_2_2
Gen_Gha_1_Gen_1;Ghayta;Geny (AB);1;Gen_Gha_1;Mix;;8;O4;LM1_2_2
Gen_Fru_1_Gen_1;Fructidor;Geny (AB);1;Gen_Fru_1;Mix;;10;K1;LM1_2_2
Gen_Bob_1_Gen_1;Bobwhite ;Geny (AB);1;Gen_Bob_1;Mix;;12;K4;LM1_2_2
Gen_SYM_1_Gen_1;SYMattis;Geny (AB);1;Gen_SYM_1;Mix;;10;K1;LM1_2_2
Gen_Apa_1_Gen_1;Apache;Geny (AB);1;Gen_Apa_1;Mix;;10;K1;LM1_2_2
Gen_Acc_1_Gen_1;Accroc;Geny (AB);1;Gen_Acc_1;Mix;;9;G2;LM1_2_2
Gen_Rub_1_Gen_1;Rubisko;Geny (AB);1;Gen_Rub_1;Mix;;8;O4;LM1_2_2
Gen_Gen_1_Gen_1;Geny (AB);Geny (AB);1;Gen_Gen_1;Pure;;8;O4;LM1_2_2
Gen_Cen_1_Gen_1;Centurion;Geny (AB);1;Gen_Cen_1;Mix;;9;G2;LM1_2_2
Gen_Des_1_Gen_1;Descartes;Geny (AB);1;Gen_Des_1;Mix;;12;K4;LM1_2_2
Gen_Ven_1_Gen_1;Venezio;Geny (AB);1;Gen_Ven_1;Mix;;9;G2;LM1_2_2
Cen_Soi_1_Cen_1;Soissons;Centurion;1;Cen_Soi_1;Mix;;10;K1;LM1_2_2
Cen_Chi_1_Cen_1;Chinese spring;Centurion;1;Cen_Chi_1;Mix;;10;K1;LM1_2_2
Cen_Tit_1_Cen_1;Titlis;Centurion;1;Cen_Tit_1;Mix;;8;O4;LM1_2_2
Cen_Cad_1_Cen_1;Cadenza;Centurion;1;Cen_Cad_1;Mix;;12;K4;LM1_2_2
Cen_LGA_1_Cen_1;LGAbsalon;Centurion;1;Cen_LGA_1;Mix;;7;M2;LM1_2_2
Cen_Cen_5_Cen_1;Centurion;Centurion;5;Cen_Cen_5;Pure;;8;O4;LM1_2_2
Gen_Tit_2_Tit_2;Geny (AB);Titlis;2;Gen_Tit_2;Mix;;12;K4;LM1_2_2
Gen_Cad_2_Cad_2;Geny (AB);Cadenza;2;Gen_Cad_2;Mix;;9;G2;LM1_2_2
Gen_LGA_2_LGA_2;Geny (AB);LGAbsalon;2;Gen_LGA_2;Mix;;9;G2;LM1_2_2
Gen_Rec_2_Rec_2;Geny (AB);Recital;2;Gen_Rec_2;Mix;;12;K4;LM1_2_2
Gen_Ber_2_Ber_2;Geny (AB);Bergamo;2;Gen_Ber_2;Mix;;11;N4;LM1_2_2
Gen_Gha_2_Gha_2;Geny (AB);Ghayta;2;Gen_Gha_2;Mix;;7;M2;LM1_2_2
Gen_Fru_2_Fru_2;Geny (AB);Fructidor;2;Gen_Fru_2;Mix;;11;N4;LM1_2_2
Gen_Bob_2_Bob_2;Geny (AB);Bobwhite ;2;Gen_Bob_2;Mix;;9;G2;LM1_2_2
Gen_SYM_2_SYM_2;Geny (AB);SYMattis;2;Gen_SYM_2;Mix;;8;O4;LM1_2_2
Gen_Apa_2_Apa_2;Geny (AB);Apache;2;Gen_Apa_2;Mix;;9;G2;LM1_2_2
Gen_Acc_2_Acc_2;Geny (AB);Accroc;2;Gen_Acc_2;Mix;;11;N4;LM1_2_2
Gen_Rub_2_Rub_2;Geny (AB);Rubisko;2;Gen_Rub_2;Mix;;9;G2;LM1_2_2
Gen_Gen_2_Gen_2;Geny (AB);Geny (AB);2;Gen_Gen_2;Pure;;9;G2;LM1_2_2
Gen_Cen_2_Cen_2;Geny (AB);Centurion;2;Gen_Cen_2;Mix;;11;N4;LM1_2_2
Gen_Des_2_Des_2;Geny (AB);Descartes;2;Gen_Des_2;Mix;;7;M2;LM1_2_2
Gen_Ven_2_Ven_2;Geny (AB);Venezio;2;Gen_Ven_2;Mix;;8;O4;LM1_2_2
Cen_Soi_2_Soi_2;Centurion;Soissons;2;Cen_Soi_2;Mix;;7;M2;LM1_2_2
